CustomerID,Segment,Region,PlanID,Month,MRR,MRRDelta,COGS,MovementType
C1101,Enterprise,EMEA,P3,2025-11-01,1255.62,0.0,314.42,Renewal
C1102,Mid-Market,APAC,P2,2025-11-01,713.72,0.0,160.98,Renewal
C1103,SMB,EMEA,P1,2025-11-01,79.48,0.0,17.52,Renewal
C1104,Mid-Market,EMEA,P2,2025-11-01,658.26,0.0,132.8,Renewal
C1106,SMB,EMEA,P1,2025-11-01,64.0,0.0,16.17,Renewal
C1107,Enterprise,NA,P3,2025-11-01,2690.28,0.0,642.95,Renewal
C1109,Mid-Market,EMEA,P2,2025-11-01,351.68,0.0,86.89,Renewal
C1110,SMB,EMEA,P1,2025-11-01,56.59,0.0,15.03,Renewal
C1111,Enterprise,NA,P3,2025-11-01,3086.48,0.0,834.63,Renewal
C1112,Enterprise,APAC,P3,2025-11-01,2634.78,447.29,609.69,Expansion
C1114,SMB,NA,P1,2025-11-01,141.33,0.0,44.88,Renewal
C1115,Enterprise,APAC,P3,2025-11-01,2714.61,0.0,596.28,Renewal
C1116,Enterprise,EMEA,P3,2025-11-01,2833.51,0.0,686.3,Renewal
C1117,SMB,NA,P1,2025-11-01,115.98,0.0,38.2,Renewal
C1118,SMB,EMEA,P1,2025-11-01,91.54,0.0,31.35,Renewal
C1119,Mid-Market,EMEA,P2,2025-11-01,504.52,0.0,109.81,Renewal
C1120,Enterprise,APAC,P3,2025-11-01,3326.38,0.0,906.97,Renewal
C1121,Enterprise,APAC,P3,2025-11-01,2926.89,580.94,602.43,Expansion
C1122,SMB,NA,P1,2025-11-01,119.64,0.0,32.17,Renewal
C1123,SMB,EMEA,P1,2025-11-01,96.74,0.0,33.57,Renewal
C1124,SMB,EMEA,P1,2025-11-01,108.63,0.0,29.75,Renewal
C1125,Enterprise,EMEA,P3,2025-11-01,1882.35,0.0,400.71,Renewal
C1126,SMB,NA,P1,2025-11-01,101.06,0.0,29.81,Renewal
C1127,SMB,EMEA,P1,2025-11-01,116.54,0.0,27.51,Renewal
C1128,SMB,NA,P1,2025-11-01,118.23,0.0,24.99,Renewal
C1129,Mid-Market,EMEA,P2,2025-11-01,425.54,0.0,91.69,Renewal
C1130,Enterprise,NA,P3,2025-11-01,2108.6,0.0,406.55,Renewal
C1131,Enterprise,EMEA,P3,2025-11-01,2033.93,0.0,397.0,Renewal
C1132,Enterprise,EMEA,P3,2025-11-01,1877.69,0.0,364.05,Renewal
C1133,SMB,NA,P1,2025-11-01,88.9,0.0,26.33,Renewal
C1134,SMB,NA,P1,2025-11-01,97.52,0.0,22.16,Renewal
C1135,SMB,APAC,P1,2025-11-01,121.49,0.0,30.6,Renewal
C1136,SMB,APAC,P1,2025-11-01,96.95,0.0,32.43,Renewal
C1137,SMB,NA,P1,2025-11-01,104.69,0.0,28.38,Renewal
C1138,SMB,APAC,P1,2025-11-01,111.99,0.0,33.61,Renewal
C1139,SMB,NA,P1,2025-11-01,98.55,0.0,22.26,Renewal
C1140,SMB,EMEA,P1,2025-11-01,122.63,122.63,28.06,New
C1141,Mid-Market,EMEA,P2,2025-11-01,616.25,616.25,126.27,New
C1142,SMB,APAC,P1,2025-11-01,94.12,94.12,21.21,New
C1091,SMB,NA,P1,2025-12-01,88.89,0.0,21.49,Renewal
C1092,SMB,APAC,P1,2025-12-01,57.84,0.0,13.1,Renewal
C1094,SMB,NA,P1,2025-12-01,106.38,0.0,22.69,Renewal
C1095,Enterprise,EMEA,P3,2025-12-01,2464.88,0.0,473.41,Renewal
C1096,SMB,EMEA,P1,2025-12-01,78.37,0.0,21.09,Renewal
C1097,Mid-Market,EMEA,P2,2025-12-01,912.7,127.18,222.44,Expansion
C1098,Mid-Market,NA,P2,2025-12-01,1540.09,309.03,435.61,Expansion
C1101,Enterprise,EMEA,P3,2025-12-01,1255.62,0.0,230.95,Renewal
C1102,Mid-Market,APAC,P2,2025-12-01,713.72,0.0,211.21,Renewal
C1103,SMB,EMEA,P1,2025-12-01,79.48,0.0,23.38,Renewal
C1104,Mid-Market,EMEA,P2,2025-12-01,408.41,-249.85,124.5,Contraction
C1106,SMB,EMEA,P1,2025-12-01,64.0,0.0,21.64,Renewal
C1107,Enterprise,NA,P3,2025-12-01,2690.28,0.0,500.68,Renewal
C1109,Mid-Market,EMEA,P2,2025-12-01,351.68,0.0,82.02,Renewal
C1110,SMB,EMEA,P1,2025-12-01,75.94,19.35,23.71,Expansion
C1111,Enterprise,NA,P3,2025-12-01,3086.48,0.0,612.52,Renewal
C1112,Enterprise,APAC,P3,2025-12-01,2634.78,0.0,529.42,Renewal
C1114,SMB,NA,P1,2025-12-01,141.33,0.0,36.12,Renewal
C1115,Enterprise,APAC,P3,2025-12-01,2714.61,0.0,620.16,Renewal
C1116,Enterprise,EMEA,P3,2025-12-01,2833.51,0.0,685.21,Renewal
C1117,SMB,NA,P1,2025-12-01,115.98,0.0,29.61,Renewal
C1118,SMB,EMEA,P1,2025-12-01,91.54,0.0,24.66,Renewal
C1119,Mid-Market,EMEA,P2,2025-12-01,668.11,163.59,136.56,Expansion
C1120,Enterprise,APAC,P3,2025-12-01,3326.38,0.0,682.72,Renewal
C1121,Enterprise,APAC,P3,2025-12-01,2926.89,0.0,735.63,Renewal
C1122,SMB,NA,P1,2025-12-01,119.64,0.0,39.99,Renewal
C1123,SMB,EMEA,P1,2025-12-01,96.74,0.0,26.77,Renewal
C1124,SMB,EMEA,P1,2025-12-01,108.63,0.0,30.4,Renewal
C1125,Enterprise,EMEA,P3,2025-12-01,1882.35,0.0,359.0,Renewal
C1126,SMB,NA,P1,2025-12-01,101.06,0.0,26.99,Renewal
C1127,SMB,EMEA,P1,2025-12-01,116.54,0.0,32.62,Renewal
C1128,SMB,NA,P1,2025-12-01,0.0,-118.23,0.0,Churn
C1129,Mid-Market,EMEA,P2,2025-12-01,425.54,0.0,98.86,Renewal
C1130,Enterprise,NA,P3,2025-12-01,2108.6,0.0,459.1,Renewal
C1131,Enterprise,EMEA,P3,2025-12-01,2033.93,0.0,370.19,Renewal
C1132,Enterprise,EMEA,P3,2025-12-01,1877.69,0.0,398.46,Renewal
C1133,SMB,NA,P1,2025-12-01,88.9,0.0,20.6,Renewal
C1134,SMB,NA,P1,2025-12-01,97.52,0.0,24.29,Renewal
C1135,SMB,APAC,P1,2025-12-01,121.49,0.0,26.48,Renewal
C1136,SMB,APAC,P1,2025-12-01,96.95,0.0,32.34,Renewal
C1137,SMB,NA,P1,2025-12-01,104.69,0.0,30.26,Renewal
C1138,SMB,APAC,P1,2025-12-01,111.99,0.0,33.81,Renewal
C1139,SMB,NA,P1,2025-12-01,98.55,0.0,31.38,Renewal
C1140,SMB,EMEA,P1,2025-12-01,122.63,0.0,33.69,Renewal
C1141,Mid-Market,EMEA,P2,2025-12-01,616.25,0.0,129.68,Renewal
C1142,SMB,APAC,P1,2025-12-01,94.12,0.0,26.41,Renewal
C1143,SMB,NA,P1,2025-12-01,103.84,103.84,29.91,New
C1144,SMB,NA,P1,2025-12-01,96.06,96.06,29.95,New
C1145,Mid-Market,EMEA,P2,2025-12-01,481.0,481.0,121.12,New
C1146,Mid-Market,EMEA,P2,2025-12-01,431.51,431.51,92.91,New
C1091,SMB,NA,P1,2026-01-01,88.89,0.0,21.56,Renewal
C1092,SMB,APAC,P1,2026-01-01,57.84,0.0,14.72,Renewal
C1094,SMB,NA,P1,2026-01-01,106.38,0.0,31.58,Renewal
C1095,Enterprise,EMEA,P3,2026-01-01,2464.88,0.0,584.37,Renewal
C1096,SMB,EMEA,P1,2026-01-01,78.37,0.0,19.86,Renewal
C1097,Mid-Market,EMEA,P2,2026-01-01,912.7,0.0,290.59,Renewal
C1098,Mid-Market,NA,P2,2026-01-01,1540.09,0.0,419.97,Renewal
C1101,Enterprise,EMEA,P3,2026-01-01,1255.62,0.0,255.8,Renewal
C1102,Mid-Market,APAC,P2,2026-01-01,806.89,93.17,176.18,Expansion
C1103,SMB,EMEA,P1,2026-01-01,79.48,0.0,18.83,Renewal
C1104,Mid-Market,EMEA,P2,2026-01-01,408.41,0.0,89.56,Renewal
C1106,SMB,EMEA,P1,2026-01-01,64.0,0.0,14.59,Renewal
C1107,Enterprise,NA,P3,2026-01-01,2690.28,0.0,560.95,Renewal
C1109,Mid-Market,EMEA,P2,2026-01-01,351.68,0.0,77.65,Renewal
C1110,SMB,EMEA,P1,2026-01-01,75.94,0.0,25.4,Renewal
C1111,Enterprise,NA,P3,2026-01-01,3086.48,0.0,580.33,Renewal
C1112,Enterprise,APAC,P3,2026-01-01,2634.78,0.0,612.46,Renewal
C1114,SMB,NA,P1,2026-01-01,141.33,0.0,36.97,Renewal
C1115,Enterprise,APAC,P3,2026-01-01,2714.61,0.0,755.31,Renewal
C1116,Enterprise,EMEA,P3,2026-01-01,2833.51,0.0,541.78,Renewal
C1117,SMB,NA,P1,2026-01-01,115.98,0.0,30.12,Renewal
C1118,SMB,EMEA,P1,2026-01-01,91.54,0.0,31.62,Renewal
C1119,Mid-Market,EMEA,P2,2026-01-01,668.11,0.0,203.01,Renewal
C1120,Enterprise,APAC,P3,2026-01-01,3326.38,0.0,870.54,Renewal
C1121,Enterprise,APAC,P3,2026-01-01,2926.89,0.0,602.33,Renewal
C1122,SMB,NA,P1,2026-01-01,119.64,0.0,26.99,Renewal
C1123,SMB,EMEA,P1,2026-01-01,74.22,-22.52,25.19,Contraction
C1124,SMB,EMEA,P1,2026-01-01,108.63,0.0,30.8,Renewal
C1125,Enterprise,EMEA,P3,2026-01-01,1882.35,0.0,446.42,Renewal
C1126,SMB,NA,P1,2026-01-01,101.06,0.0,24.46,Renewal
C1127,SMB,EMEA,P1,2026-01-01,116.54,0.0,36.76,Renewal
C1129,Mid-Market,EMEA,P2,2026-01-01,425.54,0.0,94.66,Renewal
C1130,Enterprise,NA,P3,2026-01-01,2108.6,0.0,447.8,Renewal
C1131,Enterprise,EMEA,P3,2026-01-01,2033.93,0.0,452.64,Renewal
C1132,Enterprise,EMEA,P3,2026-01-01,1877.69,0.0,433.3,Renewal
C1133,SMB,NA,P1,2026-01-01,88.9,0.0,21.01,Renewal
C1134,SMB,NA,P1,2026-01-01,97.52,0.0,21.18,Renewal
C1135,SMB,APAC,P1,2026-01-01,121.49,0.0,35.43,Renewal
C1136,SMB,APAC,P1,2026-01-01,96.95,0.0,23.59,Renewal
C1137,SMB,NA,P1,2026-01-01,104.69,0.0,30.07,Renewal
C1138,SMB,APAC,P1,2026-01-01,111.99,0.0,24.99,Renewal
C1139,SMB,NA,P1,2026-01-01,70.98,-27.57,19.87,Contraction
C1140,SMB,EMEA,P1,2026-01-01,122.63,0.0,25.48,Renewal
C1141,Mid-Market,EMEA,P2,2026-01-01,616.25,0.0,148.14,Renewal
C1142,SMB,APAC,P1,2026-01-01,94.12,0.0,20.72,Renewal
C1143,SMB,NA,P1,2026-01-01,103.84,0.0,21.76,Renewal
C1144,SMB,NA,P1,2026-01-01,96.06,0.0,33.48,Renewal
C1145,Mid-Market,EMEA,P2,2026-01-01,481.0,0.0,114.81,Renewal
C1146,Mid-Market,EMEA,P2,2026-01-01,431.51,0.0,128.24,Renewal
C1147,Mid-Market,EMEA,P2,2026-01-01,545.82,545.82,125.84,New
C1148,SMB,EMEA,P1,2026-01-01,104.06,104.06,31.45,New
C1149,SMB,EMEA,P1,2026-01-01,86.19,86.19,27.07,New
C1091,SMB,NA,P1,2026-02-01,88.89,0.0,25.72,Renewal
C1092,SMB,APAC,P1,2026-02-01,57.84,0.0,15.66,Renewal
C1094,SMB,NA,P1,2026-02-01,0.0,-106.38,0.0,Churn
C1095,Enterprise,EMEA,P3,2026-02-01,2464.88,0.0,529.67,Renewal
C1096,SMB,EMEA,P1,2026-02-01,78.37,0.0,26.6,Renewal
C1097,Mid-Market,EMEA,P2,2026-02-01,912.7,0.0,273.51,Renewal
C1098,Mid-Market,NA,P2,2026-02-01,1540.09,0.0,486.37,Renewal
C1101,Enterprise,EMEA,P3,2026-02-01,1255.62,0.0,241.62,Renewal
C1102,Mid-Market,APAC,P2,2026-02-01,631.57,-175.32,197.43,Contraction
C1103,SMB,EMEA,P1,2026-02-01,79.48,0.0,18.06,Renewal
C1104,Mid-Market,EMEA,P2,2026-02-01,457.4,48.99,132.16,Expansion
C1106,SMB,EMEA,P1,2026-02-01,64.0,0.0,18.31,Renewal
C1107,Enterprise,NA,P3,2026-02-01,2690.28,0.0,710.73,Renewal
C1109,Mid-Market,EMEA,P2,2026-02-01,401.59,49.91,118.64,Expansion
C1110,SMB,EMEA,P1,2026-02-01,75.94,0.0,17.48,Renewal
C1111,Enterprise,NA,P3,2026-02-01,3086.48,0.0,606.08,Renewal
C1112,Enterprise,APAC,P3,2026-02-01,2634.78,0.0,517.54,Renewal
C1114,SMB,NA,P1,2026-02-01,141.33,0.0,45.53,Renewal
C1115,Enterprise,APAC,P3,2026-02-01,2714.61,0.0,669.2,Renewal
C1116,Enterprise,EMEA,P3,2026-02-01,2833.51,0.0,658.24,Renewal
C1117,SMB,NA,P1,2026-02-01,115.98,0.0,29.44,Renewal
C1118,SMB,EMEA,P1,2026-02-01,75.0,-16.54,19.42,Contraction
C1119,Mid-Market,EMEA,P2,2026-02-01,668.11,0.0,199.09,Renewal
C1120,Enterprise,APAC,P3,2026-02-01,3326.38,0.0,744.82,Renewal
C1121,Enterprise,APAC,P3,2026-02-01,2926.89,0.0,637.17,Renewal
C1122,SMB,NA,P1,2026-02-01,119.64,0.0,32.23,Renewal
C1123,SMB,EMEA,P1,2026-02-01,74.22,0.0,18.2,Renewal
C1124,SMB,EMEA,P1,2026-02-01,108.63,0.0,33.91,Renewal
C1125,Enterprise,EMEA,P3,2026-02-01,1882.35,0.0,433.45,Renewal
C1126,SMB,NA,P1,2026-02-01,101.06,0.0,23.73,Renewal
C1127,SMB,EMEA,P1,2026-02-01,116.54,0.0,39.03,Renewal
C1129,Mid-Market,EMEA,P2,2026-02-01,296.16,-129.38,78.55,Contraction
C1130,Enterprise,NA,P3,2026-02-01,2108.6,0.0,570.69,Renewal
C1131,Enterprise,EMEA,P3,2026-02-01,2033.93,0.0,493.07,Renewal
C1132,Enterprise,EMEA,P3,2026-02-01,1877.69,0.0,359.93,Renewal
C1133,SMB,NA,P1,2026-02-01,0.0,-88.9,0.0,Churn
C1134,SMB,NA,P1,2026-02-01,97.52,0.0,28.69,Renewal
C1135,SMB,APAC,P1,2026-02-01,121.49,0.0,30.4,Renewal
C1136,SMB,APAC,P1,2026-02-01,96.95,0.0,21.42,Renewal
C1137,SMB,NA,P1,2026-02-01,104.69,0.0,33.41,Renewal
C1138,SMB,APAC,P1,2026-02-01,84.55,-27.44,23.68,Contraction
C1139,SMB,NA,P1,2026-02-01,70.98,0.0,23.71,Renewal
C1140,SMB,EMEA,P1,2026-02-01,122.63,0.0,39.03,Renewal
C1141,Mid-Market,EMEA,P2,2026-02-01,616.25,0.0,134.47,Renewal
C1142,SMB,APAC,P1,2026-02-01,94.12,0.0,23.22,Renewal
C1143,SMB,NA,P1,2026-02-01,103.84,0.0,24.64,Renewal
C1144,SMB,NA,P1,2026-02-01,96.06,0.0,29.93,Renewal
C1145,Mid-Market,EMEA,P2,2026-02-01,292.63,-188.37,78.54,Contraction
C1146,Mid-Market,EMEA,P2,2026-02-01,431.51,0.0,125.78,Renewal
C1147,Mid-Market,EMEA,P2,2026-02-01,545.82,0.0,166.59,Renewal
C1148,SMB,EMEA,P1,2026-02-01,104.06,0.0,26.15,Renewal
C1149,SMB,EMEA,P1,2026-02-01,86.19,0.0,27.86,Renewal
C1150,Mid-Market,EMEA,P2,2026-02-01,479.77,479.77,102.32,New
C1151,SMB,NA,P1,2026-02-01,120.12,120.12,39.28,New
C1152,SMB,NA,P1,2026-02-01,93.64,93.64,20.52,New
C1153,Enterprise,NA,P3,2026-02-01,1815.92,1815.92,399.01,New
C1154,Mid-Market,EMEA,P2,2026-02-01,521.84,521.84,154.3,New
C1155,Mid-Market,NA,P2,2026-02-01,620.89,620.89,135.35,New
C1091,SMB,NA,P1,2026-03-01,88.89,0.0,20.83,Renewal
C1092,SMB,APAC,P1,2026-03-01,0.0,-57.84,0.0,Churn
C1095,Enterprise,EMEA,P3,2026-03-01,1922.63,-542.25,469.34,Contraction
C1096,SMB,EMEA,P1,2026-03-01,78.37,0.0,23.83,Renewal
C1097,Mid-Market,EMEA,P2,2026-03-01,1152.57,239.87,265.34,Expansion
C1098,Mid-Market,NA,P2,2026-03-01,1540.09,0.0,371.91,Renewal
C1101,Enterprise,EMEA,P3,2026-03-01,1255.62,0.0,248.81,Renewal
C1102,Mid-Market,APAC,P2,2026-03-01,631.57,0.0,195.16,Renewal
C1103,SMB,EMEA,P1,2026-03-01,79.48,0.0,22.85,Renewal
C1104,Mid-Market,EMEA,P2,2026-03-01,457.4,0.0,113.48,Renewal
C1105,Mid-Market,NA,P2,2026-03-01,568.14,568.14,178.21,Reactivation
C1106,SMB,EMEA,P1,2026-03-01,64.0,0.0,14.27,Renewal
C1107,Enterprise,NA,P3,2026-03-01,2690.28,0.0,641.96,Renewal
C1109,Mid-Market,EMEA,P2,2026-03-01,401.59,0.0,104.7,Renewal
C1110,SMB,EMEA,P1,2026-03-01,75.94,0.0,22.15,Renewal
C1111,Enterprise,NA,P3,2026-03-01,3086.48,0.0,561.16,Renewal
C1112,Enterprise,APAC,P3,2026-03-01,3587.61,952.83,980.18,Expansion
C1113,Mid-Market,NA,P2,2026-03-01,591.15,591.15,167.65,Reactivation
C1114,SMB,NA,P1,2026-03-01,141.33,0.0,47.82,Renewal
C1115,Enterprise,APAC,P3,2026-03-01,2714.61,0.0,680.62,Renewal
C1116,Enterprise,EMEA,P3,2026-03-01,2833.51,0.0,553.25,Renewal
C1117,SMB,NA,P1,2026-03-01,115.98,0.0,33.22,Renewal
C1118,SMB,EMEA,P1,2026-03-01,96.15,21.15,25.35,Expansion
C1119,Mid-Market,EMEA,P2,2026-03-01,668.11,0.0,192.67,Renewal
C1120,Enterprise,APAC,P3,2026-03-01,3326.38,0.0,909.55,Renewal
C1121,Enterprise,APAC,P3,2026-03-01,2926.89,0.0,797.74,Renewal
C1122,SMB,NA,P1,2026-03-01,119.64,0.0,32.02,Renewal
C1123,SMB,EMEA,P1,2026-03-01,74.22,0.0,16.1,Renewal
C1124,SMB,EMEA,P1,2026-03-01,108.63,0.0,37.77,Renewal
C1125,Enterprise,EMEA,P3,2026-03-01,1524.18,-358.17,293.35,Contraction
C1126,SMB,NA,P1,2026-03-01,101.06,0.0,34.17,Renewal
C1127,SMB,EMEA,P1,2026-03-01,116.54,0.0,38.51,Renewal
C1129,Mid-Market,EMEA,P2,2026-03-01,296.16,0.0,77.67,Renewal
C1130,Enterprise,NA,P3,2026-03-01,2108.6,0.0,504.22,Renewal
C1131,Enterprise,EMEA,P3,2026-03-01,2033.93,0.0,447.26,Renewal
C1132,Enterprise,EMEA,P3,2026-03-01,1877.69,0.0,348.27,Renewal
C1134,SMB,NA,P1,2026-03-01,117.08,19.56,37.52,Expansion
C1135,SMB,APAC,P1,2026-03-01,121.49,0.0,24.38,Renewal
C1136,SMB,APAC,P1,2026-03-01,96.95,0.0,24.24,Renewal
C1137,SMB,NA,P1,2026-03-01,104.69,0.0,27.19,Renewal
C1138,SMB,APAC,P1,2026-03-01,84.55,0.0,23.73,Renewal
C1139,SMB,NA,P1,2026-03-01,70.98,0.0,23.99,Renewal
C1140,SMB,EMEA,P1,2026-03-01,147.63,25.0,37.21,Expansion
C1141,Mid-Market,EMEA,P2,2026-03-01,814.22,197.97,207.03,Expansion
C1142,SMB,APAC,P1,2026-03-01,94.12,0.0,21.99,Renewal
C1143,SMB,NA,P1,2026-03-01,128.32,24.48,28.38,Expansion
C1144,SMB,NA,P1,2026-03-01,96.06,0.0,21.75,Renewal
C1145,Mid-Market,EMEA,P2,2026-03-01,292.63,0.0,76.03,Renewal
C1146,Mid-Market,EMEA,P2,2026-03-01,431.51,0.0,107.99,Renewal
C1147,Mid-Market,EMEA,P2,2026-03-01,545.82,0.0,169.08,Renewal
C1148,SMB,EMEA,P1,2026-03-01,104.06,0.0,26.47,Renewal
C1149,SMB,EMEA,P1,2026-03-01,86.19,0.0,24.74,Renewal
C1150,Mid-Market,EMEA,P2,2026-03-01,479.77,0.0,132.35,Renewal
C1151,SMB,NA,P1,2026-03-01,120.12,0.0,24.26,Renewal
C1152,SMB,NA,P1,2026-03-01,71.72,-21.92,16.26,Contraction
C1153,Enterprise,NA,P3,2026-03-01,1815.92,0.0,501.39,Renewal
C1154,Mid-Market,EMEA,P2,2026-03-01,521.84,0.0,113.68,Renewal
C1155,Mid-Market,NA,P2,2026-03-01,620.89,0.0,155.07,Renewal
C1156,Mid-Market,NA,P2,2026-03-01,472.46,472.46,99.33,New
C1157,Mid-Market,EMEA,P2,2026-03-01,558.31,558.31,178.45,New
C1091,SMB,NA,P1,2026-04-01,88.89,0.0,24.47,Renewal
C1095,Enterprise,EMEA,P3,2026-04-01,1922.63,0.0,460.54,Renewal
C1096,SMB,EMEA,P1,2026-04-01,78.37,0.0,16.46,Renewal
C1097,Mid-Market,EMEA,P2,2026-04-01,1152.57,0.0,334.24,Renewal
C1098,Mid-Market,NA,P2,2026-04-01,1540.09,0.0,346.81,Renewal
C1101,Enterprise,EMEA,P3,2026-04-01,1255.62,0.0,338.77,Renewal
C1102,Mid-Market,APAC,P2,2026-04-01,631.57,0.0,141.86,Renewal
C1103,SMB,EMEA,P1,2026-04-01,79.48,0.0,18.17,Renewal
C1104,Mid-Market,EMEA,P2,2026-04-01,457.4,0.0,93.49,Renewal
C1105,Mid-Market,NA,P2,2026-04-01,705.41,137.27,188.9,Expansion
C1106,SMB,EMEA,P1,2026-04-01,64.0,0.0,13.43,Renewal
C1107,Enterprise,NA,P3,2026-04-01,3585.22,894.94,807.85,Expansion
C1109,Mid-Market,EMEA,P2,2026-04-01,401.59,0.0,105.59,Renewal
C1110,SMB,EMEA,P1,2026-04-01,75.94,0.0,20.21,Renewal
C1111,Enterprise,NA,P3,2026-04-01,3086.48,0.0,679.26,Renewal
C1112,Enterprise,APAC,P3,2026-04-01,3587.61,0.0,846.55,Renewal
C1113,Mid-Market,NA,P2,2026-04-01,591.15,0.0,129.24,Renewal
C1114,SMB,NA,P1,2026-04-01,141.33,0.0,32.12,Renewal
C1115,Enterprise,APAC,P3,2026-04-01,2213.62,-500.99,607.89,Contraction
C1116,Enterprise,EMEA,P3,2026-04-01,2833.51,0.0,615.81,Renewal
C1117,SMB,NA,P1,2026-04-01,115.98,0.0,27.91,Renewal
C1118,SMB,EMEA,P1,2026-04-01,96.15,0.0,28.52,Renewal
C1119,Mid-Market,EMEA,P2,2026-04-01,668.11,0.0,166.39,Renewal
C1120,Enterprise,APAC,P3,2026-04-01,3326.38,0.0,607.19,Renewal
C1121,Enterprise,APAC,P3,2026-04-01,2926.89,0.0,572.54,Renewal
C1122,SMB,NA,P1,2026-04-01,119.64,0.0,36.78,Renewal
C1123,SMB,EMEA,P1,2026-04-01,74.22,0.0,22.18,Renewal
C1124,SMB,EMEA,P1,2026-04-01,108.63,0.0,22.17,Renewal
C1125,Enterprise,EMEA,P3,2026-04-01,1524.18,0.0,308.18,Renewal
C1126,SMB,NA,P1,2026-04-01,101.06,0.0,23.71,Renewal
C1127,SMB,EMEA,P1,2026-04-01,116.54,0.0,35.05,Renewal
C1129,Mid-Market,EMEA,P2,2026-04-01,296.16,0.0,59.93,Renewal
C1130,Enterprise,NA,P3,2026-04-01,2108.6,0.0,401.5,Renewal
C1131,Enterprise,EMEA,P3,2026-04-01,2033.93,0.0,528.8,Renewal
C1132,Enterprise,EMEA,P3,2026-04-01,1877.69,0.0,371.51,Renewal
C1134,SMB,NA,P1,2026-04-01,117.08,0.0,34.88,Renewal
C1135,SMB,APAC,P1,2026-04-01,121.49,0.0,28.64,Renewal
C1136,SMB,APAC,P1,2026-04-01,96.95,0.0,20.84,Renewal
C1137,SMB,NA,P1,2026-04-01,104.69,0.0,24.76,Renewal
C1138,SMB,APAC,P1,2026-04-01,84.55,0.0,26.07,Renewal
C1139,SMB,NA,P1,2026-04-01,0.0,-70.98,0.0,Churn
C1140,SMB,EMEA,P1,2026-04-01,147.63,0.0,47.91,Renewal
C1141,Mid-Market,EMEA,P2,2026-04-01,814.22,0.0,201.65,Renewal
C1142,SMB,APAC,P1,2026-04-01,94.12,0.0,28.26,Renewal
C1143,SMB,NA,P1,2026-04-01,128.32,0.0,29.61,Renewal
C1144,SMB,NA,P1,2026-04-01,96.06,0.0,23.44,Renewal
C1145,Mid-Market,EMEA,P2,2026-04-01,292.63,0.0,90.0,Renewal
C1146,Mid-Market,EMEA,P2,2026-04-01,431.51,0.0,86.98,Renewal
C1147,Mid-Market,EMEA,P2,2026-04-01,0.0,-545.82,0.0,Churn
C1148,SMB,EMEA,P1,2026-04-01,104.06,0.0,24.06,Renewal
C1149,SMB,EMEA,P1,2026-04-01,86.19,0.0,17.58,Renewal
C1150,Mid-Market,EMEA,P2,2026-04-01,479.77,0.0,106.4,Renewal
C1151,SMB,NA,P1,2026-04-01,120.12,0.0,34.53,Renewal
C1152,SMB,NA,P1,2026-04-01,71.72,0.0,18.88,Renewal
C1153,Enterprise,NA,P3,2026-04-01,2483.82,667.9,650.13,Expansion
C1154,Mid-Market,EMEA,P2,2026-04-01,521.84,0.0,125.77,Renewal
C1155,Mid-Market,NA,P2,2026-04-01,620.89,0.0,143.51,Renewal
C1156,Mid-Market,NA,P2,2026-04-01,472.46,0.0,116.02,Renewal
C1157,Mid-Market,EMEA,P2,2026-04-01,558.31,0.0,151.21,Renewal
C1158,SMB,EMEA,P1,2026-04-01,114.31,114.31,27.46,New
C1159,Enterprise,NA,P3,2026-04-01,1890.11,1890.11,458.19,New
C1160,Mid-Market,EMEA,P2,2026-04-01,569.5,569.5,141.88,New
C1091,SMB,NA,P1,2026-05-01,88.89,0.0,25.14,Renewal
C1095,Enterprise,EMEA,P3,2026-05-01,2366.45,443.82,495.64,Expansion
C1096,SMB,EMEA,P1,2026-05-01,108.51,30.14,34.13,Expansion
C1097,Mid-Market,EMEA,P2,2026-05-01,1152.57,0.0,249.89,Renewal
C1098,Mid-Market,NA,P2,2026-05-01,1540.09,0.0,468.52,Renewal
C1101,Enterprise,EMEA,P3,2026-05-01,1255.62,0.0,287.21,Renewal
C1102,Mid-Market,APAC,P2,2026-05-01,631.57,0.0,194.11,Renewal
C1103,SMB,EMEA,P1,2026-05-01,79.48,0.0,25.43,Renewal
C1104,Mid-Market,EMEA,P2,2026-05-01,457.4,0.0,114.82,Renewal
C1105,Mid-Market,NA,P2,2026-05-01,705.41,0.0,142.98,Renewal
C1106,SMB,EMEA,P1,2026-05-01,42.7,-21.3,12.01,Contraction
C1107,Enterprise,NA,P3,2026-05-01,3585.22,0.0,872.46,Renewal
C1109,Mid-Market,EMEA,P2,2026-05-01,401.59,0.0,92.75,Renewal
C1110,SMB,EMEA,P1,2026-05-01,75.94,0.0,16.78,Renewal
C1111,Enterprise,NA,P3,2026-05-01,3086.48,0.0,813.27,Renewal
C1112,Enterprise,APAC,P3,2026-05-01,5005.87,1418.26,1164.21,Expansion
C1113,Mid-Market,NA,P2,2026-05-01,591.15,0.0,130.41,Renewal
C1114,SMB,NA,P1,2026-05-01,141.33,0.0,34.04,Renewal
C1115,Enterprise,APAC,P3,2026-05-01,0.0,-2213.62,0.0,Churn
C1116,Enterprise,EMEA,P3,2026-05-01,2833.51,0.0,769.1,Renewal
C1117,SMB,NA,P1,2026-05-01,115.98,0.0,25.24,Renewal
C1118,SMB,EMEA,P1,2026-05-01,96.15,0.0,27.54,Renewal
C1119,Mid-Market,EMEA,P2,2026-05-01,668.11,0.0,155.59,Renewal
